"date","name","type","bx","direction"
2020-01-01,"brenda","Bakery",5,"Distributed"
2020-01-01,"brenda","Produce",4,"Distributed"
2020-01-01,"medford vfw post 1012","Bakery",1.5,"Distributed"
2020-01-01,"medford vfw post 1012","Prepared Foods",3.5,"Distributed"
2020-01-01,"medford vfw post 1012","Produce",2,"Distributed"
2020-01-01,"menotomy manor","Bakery",9,"Distributed"
2020-01-01,"menotomy manor","Non-perishables",5,"Distributed"
2020-01-01,"menotomy manor","Prepared Foods",7,"Distributed"
2020-01-01,"menotomy manor","Produce",12.5,"Distributed"
2020-01-01,"menotomy manor","Meat/Protein",3,"Distributed"
2020-01-01,"panera - lexington","Bakery",3,"Received"
2020-01-01,"whole foods market - arlington","Bakery",2,"Received"
2020-01-01,"whole foods market - arlington","Non-perishables",5,"Received"
2020-01-01,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-01-01,"whole foods market - arlington","Produce",1.5,"Received"
2020-01-01,"whole foods market - medford","Bakery",4,"Received"
2020-01-01,"whole foods market - medford","Non-perishables",6,"Received"
2020-01-01,"whole foods market - medford","Prepared Foods",5,"Received"
2020-01-01,"whole foods market - medford","Produce",5,"Received"
2020-01-01,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-01-02,"medford community cupboard","Bakery",18,"Distributed"
2020-01-02,"medford community cupboard","Produce",53,"Distributed"
2020-01-02,"medford senior center","Bakery",3,"Distributed"
2020-01-02,"medford senior center","Produce",3,"Distributed"
2020-01-02,"medford senior center","Dairy and Eggs",1,"Distributed"
2020-01-02,"menotomy manor","Bakery",1.5,"Distributed"
2020-01-02,"menotomy manor","Prepared Foods",1,"Distributed"
2020-01-02,"menotomy manor","Produce",3,"Distributed"
2020-01-02,"panera - burlington","Bakery",2,"Received"
2020-01-02,"panera - lexington","Bakery",5,"Received"
2020-01-02,"trader joe's - arlington","Bakery",8,"Received"
2020-01-02,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-02,"trader joe's - arlington","Prepared Foods",5,"Received"
2020-01-02,"trader joe's - arlington","Produce",9.5,"Received"
2020-01-02,"trader joe's - arlington","Dairy and Eggs",2,"Received"
2020-01-02,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-01-02,"whole foods market - arlington","Bakery",5,"Received"
2020-01-02,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-02,"whole foods market - arlington","Produce",12,"Received"
2020-01-02,"whole foods market - medford","Bakery",3,"Received"
2020-01-02,"whole foods market - medford","Non-perishables",1,"Received"
2020-01-02,"whole foods market - medford","Produce",11,"Received"
2020-01-02,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-01-02,"wicked bagels","Bakery",4,"Received"
2020-01-03,"arlington american legion post 39","Bakery",2,"Distributed"
2020-01-03,"arlington boys & girls club","Produce",0.5,"Distributed"
2020-01-03,"arlington senior center","Bakery",3,"Distributed"
2020-01-03,"belmont senior center","Bakery",2,"Distributed"
2020-01-03,"belmont senior center","Produce",3,"Distributed"
2020-01-03,"belmont senior center","Dairy and Eggs",1,"Distributed"
2020-01-03,"brenda","Bakery",1,"Distributed"
2020-01-03,"brenda","Non-perishables",1,"Distributed"
2020-01-03,"brenda","Produce",4,"Distributed"
2020-01-03,"cusack terrace","Prepared Foods",1,"Distributed"
2020-01-03,"cusack terrace","Produce",4,"Distributed"
2020-01-03,"drake village","Bakery",3,"Distributed"
2020-01-03,"drake village","Prepared Foods",2,"Distributed"
2020-01-03,"drake village","Produce",6,"Distributed"
2020-01-03,"lexington interfaith food pantry","Bakery",5,"Distributed"
2020-01-03,"lexington interfaith food pantry","Produce",5,"Distributed"
2020-01-03,"massachusetts bay veterans center","Prepared Foods",2,"Distributed"
2020-01-03,"medford senior center","Bakery",3,"Distributed"
2020-01-03,"medford senior center","Prepared Foods",2,"Distributed"
2020-01-03,"medford senior center","Produce",4,"Distributed"
2020-01-03,"menotomy manor","Bakery",2,"Distributed"
2020-01-03,"menotomy manor","Prepared Foods",3,"Distributed"
2020-01-03,"menotomy manor","Produce",3,"Distributed"
2020-01-03,"menotomy manor","Dairy and Eggs",2,"Distributed"
2020-01-03,"menotomy manor","Meat/Protein",1,"Distributed"
2020-01-03,"la patisserie","Bakery",6,"Received"
2020-01-03,"neighborhood produce","Produce",2,"Received"
2020-01-03,"neighborhood produce","Dairy and Eggs",1,"Received"
2020-01-03,"trader joe's - arlington","Bakery",6,"Received"
2020-01-03,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-01-03,"trader joe's - arlington","Produce",11,"Received"
2020-01-03,"whole foods market - arlington","Bakery",3,"Received"
2020-01-03,"whole foods market - arlington","Non-perishables",1,"Received"
2020-01-03,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-03,"whole foods market - arlington","Produce",10,"Received"
2020-01-03,"whole foods market - arlington","Dairy and Eggs",6,"Received"
2020-01-03,"whole foods market - medford","Bakery",3,"Received"
2020-01-03,"whole foods market - medford","Non-perishables",0.5,"Received"
2020-01-03,"whole foods market - medford","Prepared Foods",5,"Received"
2020-01-03,"whole foods market - medford","Produce",8,"Received"
2020-01-03,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-01-03,"whole foods market - medford","Meat/Protein",1.5,"Received"
2020-01-03,"wicked bagels","Bakery",1,"Received"
2020-01-04,"emmanuel evangelical church","Bakery",6,"Distributed"
2020-01-04,"emmanuel evangelical church","Produce",14,"Distributed"
2020-01-04,"emmanuel evangelical church","Dairy and Eggs",6.5,"Distributed"
2020-01-04,"emmanuel evangelical church","Meat/Protein",11,"Distributed"
2020-01-04,"holy family coptic church","Non-perishables",10,"Distributed"
2020-01-04,"holy family coptic church","Produce",1,"Distributed"
2020-01-04,"holy family coptic church","Dairy and Eggs",1,"Distributed"
2020-01-04,"house of hope","Prepared Foods",0.5,"Distributed"
2020-01-04,"house of hope","Produce",5,"Distributed"
2020-01-04,"lowell transitional transitional living center","Bakery",1,"Distributed"
2020-01-04,"lowell transitional transitional living center","Prepared Foods",4.5,"Distributed"
2020-01-04,"medford vfw post 1012","Bakery",3,"Distributed"
2020-01-04,"medford vfw post 1012","Prepared Foods",1,"Distributed"
2020-01-04,"medford vfw post 1012","Produce",7,"Distributed"
2020-01-04,"panera - burlington","Bakery",4,"Received"
2020-01-04,"stop and shop arlington","Bakery",0.5,"Received"
2020-01-04,"stop and shop arlington","Non-perishables",6,"Received"
2020-01-04,"stop and shop arlington","Prepared Foods",1,"Received"
2020-01-04,"stop and shop arlington","Produce",1,"Received"
2020-01-04,"trader joe's - arlington","Bakery",8,"Received"
2020-01-04,"trader joe's - arlington","Non-perishables",0.25,"Received"
2020-01-04,"trader joe's - arlington","Prepared Foods",4,"Received"
2020-01-04,"trader joe's - arlington","Produce",10,"Received"
2020-01-04,"trader joe's - arlington","Dairy and Eggs",0.25,"Received"
2020-01-04,"trader joe's - arlington","Meat/Protein",4,"Received"
2020-01-04,"trader joes - fresh pond","Bakery",9,"Received"
2020-01-04,"trader joes - fresh pond","Bakery",9,"Received"
2020-01-04,"trader joes - fresh pond","Non-perishables",0.5,"Received"
2020-01-04,"trader joes - fresh pond","Non-perishables",0.5,"Received"
2020-01-04,"trader joes - fresh pond","Prepared Foods",1.5,"Received"
2020-01-04,"trader joes - fresh pond","Prepared Foods",1.5,"Received"
2020-01-04,"trader joes - fresh pond","Produce",3,"Received"
2020-01-04,"trader joes - fresh pond","Produce",3,"Received"
2020-01-04,"trader joes - fresh pond","Dairy and Eggs",1,"Received"
2020-01-04,"trader joes - fresh pond","Dairy and Eggs",1,"Received"
2020-01-04,"trader joes - fresh pond","Meat/Protein",5.5,"Received"
2020-01-04,"trader joes - fresh pond","Meat/Protein",5.5,"Received"
2020-01-04,"whole foods market - arlington","Bakery",6,"Received"
2020-01-04,"whole foods market - arlington","Non-perishables",1,"Received"
2020-01-04,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-04,"whole foods market - arlington","Produce",5,"Received"
2020-01-04,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-01-04,"wicked bagels","Bakery",4,"Received"
2020-01-05,"panera - lexington","Bakery",2,"Received"
2020-01-05,"trader joe's - arlington","Bakery",7,"Received"
2020-01-05,"trader joe's - arlington","Non-perishables",3,"Received"
2020-01-05,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-01-05,"trader joe's - arlington","Produce",7,"Received"
2020-01-05,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-05,"walden local meats","Meat/Protein",3,"Received"
2020-01-05,"wegmans medford","Prepared Foods",5,"Received"
2020-01-05,"wegmans medford","Meat/Protein",13,"Received"
2020-01-05,"whole foods fresh pond","Bakery",20,"Received"
2020-01-05,"whole foods fresh pond","Non-perishables",1,"Received"
2020-01-05,"whole foods fresh pond","Prepared Foods",3,"Received"
2020-01-05,"whole foods fresh pond","Produce",7,"Received"
2020-01-05,"whole foods fresh pond","Dairy and Eggs",4,"Received"
2020-01-05,"whole foods market - arlington","Bakery",3,"Received"
2020-01-05,"whole foods market - arlington","Non-perishables",3,"Received"
2020-01-05,"whole foods market - arlington","Produce",6,"Received"
2020-01-05,"wicked bagels","Bakery",6,"Received"
2020-01-06,"arlington boys & girls club","Non-perishables",3,"Distributed"
2020-01-06,"arlington boys & girls club","Prepared Foods",1,"Distributed"
2020-01-06,"arlington boys & girls club","Produce",2,"Distributed"
2020-01-06,"brenda","Bakery",6,"Distributed"
2020-01-06,"brenda","Non-perishables",2,"Distributed"
2020-01-06,"brenda","Produce",1,"Distributed"
2020-01-06,"cfcs-teens learning choices","Produce",2,"Distributed"
2020-01-06,"cfcs-teens learning choices","Dairy and Eggs",0.5,"Distributed"
2020-01-06,"cfcs-teens learning choices","Meat/Protein",0.5,"Distributed"
2020-01-06,"drake village","Bakery",4,"Distributed"
2020-01-06,"drake village","Prepared Foods",1,"Distributed"
2020-01-06,"drake village","Produce",8,"Distributed"
2020-01-06,"fidelity house","Produce",2,"Distributed"
2020-01-06,"gluten free food bank","Non-perishables",2,"Distributed"
2020-01-06,"gluten free food bank","Produce",2,"Distributed"
2020-01-06,"housing families, inc.","Non-perishables",4,"Distributed"
2020-01-06,"housing families, inc.","Prepared Foods",3.5,"Distributed"
2020-01-06,"housing families, inc.","Produce",10,"Distributed"
2020-01-06,"housing families, inc.","Dairy and Eggs",0.5,"Distributed"
2020-01-06,"lowell transitional transitional living center","Bakery",5,"Distributed"
2020-01-06,"lowell transitional transitional living center","Non-perishables",4,"Distributed"
2020-01-06,"lowell transitional transitional living center","Produce",3,"Distributed"
2020-01-06,"lowell transitional transitional living center","Dairy and Eggs",2,"Distributed"
2020-01-06,"medford family life","Prepared Foods",1,"Distributed"
2020-01-06,"medford family life","Produce",1,"Distributed"
2020-01-06,"medford family life","Dairy and Eggs",0.5,"Distributed"
2020-01-06,"medford family life","Meat/Protein",0.5,"Distributed"
2020-01-06,"medford senior center","Bakery",1,"Distributed"
2020-01-06,"medford senior center","Produce",4,"Distributed"
2020-01-06,"menotomy manor","Bakery",4,"Distributed"
2020-01-06,"menotomy manor","Prepared Foods",3,"Distributed"
2020-01-06,"menotomy manor","Produce",12,"Distributed"
2020-01-06,"menotomy manor","Dairy and Eggs",3,"Distributed"
2020-01-06,"menotomy manor","Meat/Protein",6,"Distributed"
2020-01-06,"washington st residents","Bakery",1,"Distributed"
2020-01-06,"washington st residents","Prepared Foods",1,"Distributed"
2020-01-06,"washington st residents","Produce",1,"Distributed"
2020-01-06,"washington st residents","Dairy and Eggs",0.5,"Distributed"
2020-01-06,"washington st residents","Meat/Protein",0.5,"Distributed"
2020-01-06,"wayside youth & family support - steps","Bakery",1,"Distributed"
2020-01-06,"wayside youth & family support - steps","Non-perishables",2,"Distributed"
2020-01-06,"wayside youth & family support - steps","Prepared Foods",1.5,"Distributed"
2020-01-06,"wayside youth & family support - steps","Produce",3,"Distributed"
2020-01-06,"wayside youth & family support - steps","Dairy and Eggs",1.5,"Distributed"
2020-01-06,"great harvest bread","Bakery",1.25,"Received"
2020-01-06,"panera - lexington","Bakery",5,"Received"
2020-01-06,"trader joe's - arlington","Bakery",5,"Received"
2020-01-06,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-06,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-01-06,"trader joe's - arlington","Produce",8,"Received"
2020-01-06,"trader joe's - arlington","Dairy and Eggs",2,"Received"
2020-01-06,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-06,"wegmans medford","Prepared Foods",5.8,"Received"
2020-01-06,"wegmans medford","Produce",1.1,"Received"
2020-01-06,"wegmans medford","Meat/Protein",53.7,"Received"
2020-01-06,"whole foods market - arlington","Bakery",3.5,"Received"
2020-01-06,"whole foods market - arlington","Non-perishables",1.2,"Received"
2020-01-06,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-01-06,"whole foods market - arlington","Produce",5.7,"Received"
2020-01-06,"whole foods market - arlington","Dairy and Eggs",1.2,"Received"
2020-01-06,"whole foods market - medford","Bakery",9,"Received"
2020-01-06,"whole foods market - medford","Non-perishables",8,"Received"
2020-01-06,"whole foods market - medford","Prepared Foods",6,"Received"
2020-01-06,"whole foods market - medford","Produce",13,"Received"
2020-01-06,"whole foods market - medford","Dairy and Eggs",4,"Received"
2020-01-06,"wicked bagels","Bakery",6,"Received"
2020-01-07,"chestnut manor","Bakery",6,"Distributed"
2020-01-07,"chestnut manor","Non-perishables",4,"Distributed"
2020-01-07,"chestnut manor","Prepared Foods",2.5,"Distributed"
2020-01-07,"chestnut manor","Produce",10.5,"Distributed"
2020-01-07,"chestnut manor","Dairy and Eggs",3.5,"Distributed"
2020-01-07,"chestnut manor","Meat/Protein",5,"Distributed"
2020-01-07,"cusack terrace","Bakery",1,"Distributed"
2020-01-07,"cusack terrace","Prepared Foods",1,"Distributed"
2020-01-07,"cusack terrace","Produce",2.5,"Distributed"
2020-01-07,"cusack terrace","Dairy and Eggs",0.5,"Distributed"
2020-01-07,"cusack terrace","Meat/Protein",1,"Distributed"
2020-01-07,"medford senior center","Bakery",4,"Distributed"
2020-01-07,"medford senior center","Non-perishables",1,"Distributed"
2020-01-07,"medford senior center","Prepared Foods",1,"Distributed"
2020-01-07,"medford senior center","Produce",1,"Distributed"
2020-01-07,"menotomy manor","Bakery",2,"Distributed"
2020-01-07,"menotomy manor","Non-perishables",1,"Distributed"
2020-01-07,"menotomy manor","Prepared Foods",1.5,"Distributed"
2020-01-07,"menotomy manor","Produce",2,"Distributed"
2020-01-07,"project soup","Bakery",6,"Distributed"
2020-01-07,"panera - lexington","Bakery",4,"Received"
2020-01-07,"russo's","Produce",3,"Received"
2020-01-07,"stop and shop arlington","Bakery",2,"Received"
2020-01-07,"stop and shop arlington","Non-perishables",3,"Received"
2020-01-07,"trader joe's - arlington","Bakery",6.5,"Received"
2020-01-07,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-07,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-01-07,"trader joe's - arlington","Produce",7,"Received"
2020-01-07,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-01-07,"whole foods market - arlington","Bakery",4,"Received"
2020-01-07,"whole foods market - arlington","Produce",3,"Received"
2020-01-07,"whole foods market - arlington","Dairy and Eggs",3.5,"Received"
2020-01-07,"whole foods market - medford","Bakery",5,"Received"
2020-01-07,"whole foods market - medford","Non-perishables",9,"Received"
2020-01-07,"whole foods market - medford","Prepared Foods",4.5,"Received"
2020-01-07,"whole foods market - medford","Produce",3,"Received"
2020-01-07,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-01-07,"wicked bagels","Bakery",5,"Received"
2020-01-08,"arlington boys & girls club","Bakery",1,"Distributed"
2020-01-08,"arlington boys & girls club","Non-perishables",2,"Distributed"
2020-01-08,"arlington boys & girls club","Prepared Foods",1,"Distributed"
2020-01-08,"arlington boys & girls club","Produce",2.5,"Distributed"
2020-01-08,"arlington boys & girls club","Dairy and Eggs",2,"Distributed"
2020-01-08,"arlington eats market","Bakery",13,"Distributed"
2020-01-08,"arlington eats market","Produce",1,"Distributed"
2020-01-08,"arlington senior center","Bakery",15,"Distributed"
2020-01-08,"belmont senior center","Produce",6,"Distributed"
2020-01-08,"fidelity house","Non-perishables",2,"Distributed"
2020-01-08,"fidelity house","Produce",1,"Distributed"
2020-01-08,"let - lex eat together","Produce",5,"Distributed"
2020-01-08,"material aid and advocacy","Prepared Foods",0.5,"Distributed"
2020-01-08,"medford senior center","Bakery",6,"Distributed"
2020-01-08,"medford senior center","Prepared Foods",1,"Distributed"
2020-01-08,"medford senior center","Produce",1,"Distributed"
2020-01-08,"menotomy manor","Bakery",4,"Distributed"
2020-01-08,"menotomy manor","Prepared Foods",3,"Distributed"
2020-01-08,"menotomy manor","Produce",8,"Distributed"
2020-01-08,"menotomy manor","Dairy and Eggs",2,"Distributed"
2020-01-08,"menotomy manor","Meat/Protein",20,"Distributed"
2020-01-08,"panera - lexington","Bakery",3,"Received"
2020-01-08,"trader joe's - arlington","Bakery",4,"Received"
2020-01-08,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-08,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-01-08,"trader joe's - arlington","Produce",5,"Received"
2020-01-08,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-01-08,"whole foods market - arlington","Bakery",4,"Received"
2020-01-08,"whole foods market - arlington","Non-perishables",9,"Received"
2020-01-08,"whole foods market - arlington","Produce",4,"Received"
2020-01-08,"whole foods market - medford","Bakery",5,"Received"
2020-01-08,"whole foods market - medford","Non-perishables",3,"Received"
2020-01-08,"whole foods market - medford","Prepared Foods",2,"Received"
2020-01-08,"whole foods market - medford","Produce",4,"Received"
2020-01-08,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-01-08,"wicked bagels","Bakery",3,"Received"
2020-01-09,"arlington boys & girls club","Bakery",1,"Distributed"
2020-01-09,"arlington boys & girls club","Non-perishables",2,"Distributed"
2020-01-09,"arlington boys & girls club","Produce",2,"Distributed"
2020-01-09,"arlington boys & girls club","Dairy and Eggs",0.5,"Distributed"
2020-01-09,"arlington senior center","Bakery",3,"Distributed"
2020-01-09,"arlington senior center","Prepared Foods",2,"Distributed"
2020-01-09,"arlington senior center","Produce",2,"Distributed"
2020-01-09,"brenda","Bakery",3,"Distributed"
2020-01-09,"brenda","Produce",2,"Distributed"
2020-01-09,"lexington interfaith food pantry","Produce",3,"Distributed"
2020-01-09,"massachusetts bay veterans center","Prepared Foods",3.5,"Distributed"
2020-01-09,"medford community cupboard","Bakery",6,"Distributed"
2020-01-09,"medford community cupboard","Non-perishables",1,"Distributed"
2020-01-09,"medford community cupboard","Prepared Foods",2,"Distributed"
2020-01-09,"medford community cupboard","Produce",18.5,"Distributed"
2020-01-09,"medford community cupboard","Dairy and Eggs",2,"Distributed"
2020-01-09,"medford senior center","Bakery",3,"Distributed"
2020-01-09,"menotomy manor","Bakery",2,"Distributed"
2020-01-09,"menotomy manor","Non-perishables",2,"Distributed"
2020-01-09,"menotomy manor","Prepared Foods",2,"Distributed"
2020-01-09,"menotomy manor","Produce",3,"Distributed"
2020-01-09,"menotomy manor","Dairy and Eggs",0.5,"Distributed"
2020-01-09,"neat - neighbors eating all together","Bakery",2,"Distributed"
2020-01-09,"neat - neighbors eating all together","Non-perishables",2,"Distributed"
2020-01-09,"neat - neighbors eating all together","Produce",1,"Distributed"
2020-01-09,"costco","Bakery",4,"Received"
2020-01-09,"costco","Non-perishables",1,"Received"
2020-01-09,"costco","Prepared Foods",2,"Received"
2020-01-09,"panera - burlington","Bakery",2,"Received"
2020-01-09,"panera - lexington","Bakery",2,"Received"
2020-01-09,"stop and shop arlington","Bakery",2,"Received"
2020-01-09,"stop and shop arlington","Non-perishables",4,"Received"
2020-01-09,"trader joe's - arlington","Bakery",4,"Received"
2020-01-09,"trader joe's - arlington","Non-perishables",1,"Received"
2020-01-09,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-01-09,"trader joe's - arlington","Produce",2.5,"Received"
2020-01-09,"trader joe's - arlington","Meat/Protein",1.5,"Received"
2020-01-09,"wakefield schools","Non-perishables",1.75,"Received"
2020-01-09,"wakefield schools","Produce",1.25,"Received"
2020-01-09,"wakefield schools","Dairy and Eggs",1.5,"Received"
2020-01-09,"whole foods market - arlington","Bakery",3,"Received"
2020-01-09,"whole foods market - arlington","Prepared Foods",2.5,"Received"
2020-01-09,"whole foods market - arlington","Produce",5,"Received"
2020-01-09,"whole foods market - arlington","Dairy and Eggs",4,"Received"
2020-01-09,"whole foods market - medford","Bakery",5,"Received"
2020-01-09,"whole foods market - medford","Prepared Foods",1,"Received"
2020-01-09,"whole foods market - medford","Produce",16,"Received"
2020-01-09,"whole foods market - medford","Dairy and Eggs",4,"Received"
2020-01-09,"wicked bagels","Bakery",4,"Received"
2020-01-10,"arlington american legion post 39","Bakery",1,"Distributed"
2020-01-10,"arlington boys & girls club","Non-perishables",1.75,"Distributed"
2020-01-10,"arlington boys & girls club","Produce",0.25,"Distributed"
2020-01-10,"arlington boys & girls club","Dairy and Eggs",1,"Distributed"
2020-01-10,"belmont senior center","Bakery",1,"Distributed"
2020-01-10,"belmont senior center","Produce",2,"Distributed"
2020-01-10,"belmont senior center","Dairy and Eggs",1,"Distributed"
2020-01-10,"casa nueva vida","Bakery",10,"Distributed"
2020-01-10,"casa nueva vida","Prepared Foods",3,"Distributed"
2020-01-10,"casa nueva vida","Produce",17,"Distributed"
2020-01-10,"casa nueva vida","Dairy and Eggs",8,"Distributed"
2020-01-10,"casa nueva vida","Meat/Protein",7,"Distributed"
2020-01-10,"daybreak shelter","Bakery",2,"Distributed"
2020-01-10,"daybreak shelter","Non-perishables",2,"Distributed"
2020-01-10,"daybreak shelter","Prepared Foods",2,"Distributed"
2020-01-10,"daybreak shelter","Produce",4,"Distributed"
2020-01-10,"daybreak shelter","Dairy and Eggs",2,"Distributed"
2020-01-10,"daybreak shelter","Meat/Protein",2,"Distributed"
2020-01-10,"lazarus house","Bakery",1,"Distributed"
2020-01-10,"lazarus house","Prepared Foods",2,"Distributed"
2020-01-10,"lazarus house","Produce",6,"Distributed"
2020-01-10,"lazarus house","Meat/Protein",5,"Distributed"
2020-01-10,"lexington interfaith food pantry","Bakery",3,"Distributed"
2020-01-10,"lexington interfaith food pantry","Produce",4,"Distributed"
2020-01-10,"la patisserie","Bakery",4.5,"Received"
2020-01-10,"neighborhood produce","Bakery",1,"Received"
2020-01-10,"neighborhood produce","Produce",2,"Received"
2020-01-10,"neighborhood produce","Dairy and Eggs",2,"Received"
2020-01-10,"trader joe's - arlington","Bakery",4.5,"Received"
2020-01-10,"trader joe's - arlington","Non-perishables",1.1,"Received"
2020-01-10,"trader joe's - arlington","Prepared Foods",2.2,"Received"
2020-01-10,"trader joe's - arlington","Produce",6.5,"Received"
2020-01-10,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-01-10,"trader joe's - arlington","Meat/Protein",1.6,"Received"
2020-01-10,"whole foods market - arlington","Bakery",1,"Received"
2020-01-10,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-10,"whole foods market - arlington","Produce",8,"Received"
2020-01-10,"whole foods market - arlington","Dairy and Eggs",4,"Received"
2020-01-10,"whole foods market - arlington","Meat/Protein",4,"Received"
2020-01-10,"whole foods market - medford","Bakery",9,"Received"
2020-01-10,"whole foods market - medford","Non-perishables",4,"Received"
2020-01-10,"whole foods market - medford","Prepared Foods",4.5,"Received"
2020-01-10,"whole foods market - medford","Produce",9,"Received"
2020-01-10,"wicked bagels","Bakery",4.4,"Received"
2020-01-11,"menotomy manor","Bakery",5,"Distributed"
2020-01-11,"menotomy manor","Non-perishables",5,"Distributed"
2020-01-11,"menotomy manor","Prepared Foods",3,"Distributed"
2020-01-11,"menotomy manor","Produce",5.5,"Distributed"
2020-01-11,"menotomy manor","Dairy and Eggs",4,"Distributed"
2020-01-11,"menotomy manor","Meat/Protein",4,"Distributed"
2020-01-11,"neat - neighbors eating all together","Bakery",1.5,"Distributed"
2020-01-11,"neat - neighbors eating all together","Prepared Foods",2.5,"Distributed"
2020-01-11,"neat - neighbors eating all together","Produce",1,"Distributed"
2020-01-11,"panera - burlington","Bakery",4,"Received"
2020-01-11,"stop and shop arlington","Non-perishables",2,"Received"
2020-01-11,"stop and shop arlington","Prepared Foods",6,"Received"
2020-01-11,"trader joe's - arlington","Bakery",7,"Received"
2020-01-11,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-01-11,"trader joe's - arlington","Produce",10,"Received"
2020-01-11,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-01-11,"trader joes - fresh pond","Bakery",11.5,"Received"
2020-01-11,"trader joes - fresh pond","Non-perishables",1,"Received"
2020-01-11,"trader joes - fresh pond","Produce",18,"Received"
2020-01-11,"trader joes - fresh pond","Meat/Protein",0.5,"Received"
2020-01-11,"whole foods market - arlington","Bakery",4,"Received"
2020-01-11,"whole foods market - arlington","Non-perishables",2,"Received"
2020-01-11,"whole foods market - arlington","Produce",4.5,"Received"
2020-01-11,"wicked bagels","Bakery",2,"Received"
2020-01-12,"caritas communities","Bakery",0.5,"Distributed"
2020-01-12,"caritas communities","Non-perishables",2,"Distributed"
2020-01-12,"caritas communities","Prepared Foods",1,"Distributed"
2020-01-12,"caritas communities","Produce",0.5,"Distributed"
2020-01-12,"caritas communities","Meat/Protein",1,"Distributed"
2020-01-12,"douglas house","Bakery",1,"Distributed"
2020-01-12,"douglas house","Non-perishables",2,"Distributed"
2020-01-12,"douglas house","Prepared Foods",1,"Distributed"
2020-01-12,"douglas house","Dairy and Eggs",1,"Distributed"
2020-01-12,"mha walkling court","Bakery",1.5,"Distributed"
2020-01-12,"mha walkling court","Dairy and Eggs",1,"Distributed"
2020-01-12,"mha walkling court","Meat/Protein",2,"Distributed"
2020-01-12,"panera - burlington","Bakery",3,"Received"
2020-01-12,"panera - lexington","Bakery",4,"Received"
2020-01-12,"trader joe's - arlington","Bakery",2.5,"Received"
2020-01-12,"trader joe's - arlington","Non-perishables",4,"Received"
2020-01-12,"trader joe's - arlington","Prepared Foods",4,"Received"
2020-01-12,"trader joe's - arlington","Produce",9,"Received"
2020-01-12,"trader joe's - arlington","Dairy and Eggs",2.5,"Received"
2020-01-12,"trader joe's - arlington","Meat/Protein",1.5,"Received"
2020-01-12,"wegmans medford","Bakery",7,"Received"
2020-01-12,"wegmans medford","Prepared Foods",3,"Received"
2020-01-12,"wegmans medford","Meat/Protein",5,"Received"
2020-01-12,"whole foods fresh pond","Bakery",15,"Received"
2020-01-12,"whole foods fresh pond","Non-perishables",5,"Received"
2020-01-12,"whole foods fresh pond","Prepared Foods",3,"Received"
2020-01-12,"whole foods fresh pond","Produce",12,"Received"
2020-01-12,"whole foods fresh pond","Dairy and Eggs",2,"Received"
2020-01-12,"whole foods market - arlington","Bakery",3,"Received"
2020-01-12,"whole foods market - arlington","Non-perishables",1,"Received"
2020-01-12,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-01-12,"whole foods market - arlington","Produce",7,"Received"
2020-01-12,"wicked bagels","Bakery",4,"Received"
2020-01-13,"arlington boys & girls club","Non-perishables",3,"Distributed"
2020-01-13,"arlington boys & girls club","Dairy and Eggs",1,"Distributed"
2020-01-13,"arlington eats / thompson school snack program","Prepared Foods",1,"Distributed"
2020-01-13,"arlington eats / thompson school snack program","Produce",1.5,"Distributed"
2020-01-13,"arlington eats / thompson school snack program","Dairy and Eggs",1,"Distributed"
2020-01-13,"arlington senior center","Bakery",8,"Distributed"
2020-01-13,"cfcs-teens learning choices","Produce",1.5,"Distributed"
2020-01-13,"cfcs-teens learning choices","Dairy and Eggs",0.5,"Distributed"
