"date","name","type","bx","direction"
2020-05-12,"arlington eats / thompson school snack program/something savory","Prepared Foods",3,"Distributed"
2020-05-12,"arlington eats / thompson school snack program/something savory","Produce",1,"Distributed"
2020-05-12,"arlington eats / thompson school snack program/something savory","Meat/Protein",1,"Distributed"
2020-05-12,"belmont food pantry","Non-perishables",3,"Distributed"
2020-05-12,"belmont food pantry","Produce",4,"Distributed"
2020-05-12,"belmont food pantry","Dairy and Eggs",1,"Distributed"
2020-05-12,"mass. general hospital","Bakery",4.5,"Distributed"
2020-05-12,"mass. general hospital","Non-perishables",6,"Distributed"
2020-05-12,"mass. general hospital","Prepared Foods",5.5,"Distributed"
2020-05-12,"mass. general hospital","Produce",12,"Distributed"
2020-05-12,"mass. general hospital","Dairy and Eggs",6,"Distributed"
2020-05-12,"medford vfw post 1012","Meat/Protein",1,"Distributed"
2020-05-12,"mystic community market","Bakery",6,"Distributed"
2020-05-12,"mystic community market","Non-perishables",8,"Distributed"
2020-05-12,"mystic community market","Prepared Foods",5,"Distributed"
2020-05-12,"mystic community market","Produce",12,"Distributed"
2020-05-12,"st. pauls parish","Bakery",2,"Distributed"
2020-05-12,"st. pauls parish","Prepared Foods",1,"Distributed"
2020-05-12,"st. pauls parish","Produce",12,"Distributed"
2020-05-12,"st. pauls parish","Dairy and Eggs",3,"Distributed"
2020-05-12,"dagastinos","Produce",8,"Received"
2020-05-12,"stop and shop arlington","Bakery",3,"Received"
2020-05-12,"stop and shop arlington","Non-perishables",1,"Received"
2020-05-12,"trader joe's - arlington","Bakery",6,"Received"
2020-05-12,"trader joe's - arlington","Non-perishables",3,"Received"
2020-05-12,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-05-12,"trader joe's - arlington","Produce",9,"Received"
2020-05-12,"trader joe's - arlington","Dairy and Eggs",1.5,"Received"
2020-05-12,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-05-12,"wegmans chestnuthill","Bakery",1,"Received"
2020-05-12,"wegmans chestnuthill","Prepared Foods",7.4,"Received"
2020-05-12,"wegmans chestnuthill","Produce",1.6,"Received"
2020-05-12,"whole foods market - arlington","Bakery",2,"Received"
2020-05-12,"whole foods market - arlington","Non-perishables",6,"Received"
2020-05-12,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-05-12,"whole foods market - arlington","Dairy and Eggs",1,"Received"
2020-05-12,"whole foods market - medford","Bakery",6,"Received"
2020-05-12,"whole foods market - medford","Non-perishables",3.5,"Received"
2020-05-12,"whole foods market - medford","Prepared Foods",4.5,"Received"
2020-05-12,"whole foods market - medford","Produce",5,"Received"
2020-05-12,"whole foods market - medford","Dairy and Eggs",8,"Received"
2020-05-12,"wicked bagels","Bakery",2,"Received"
2020-05-13,"arlington eats / thompson school snack program/something savory","Bakery",2,"Distributed"
2020-05-13,"arlington eats / thompson school snack program/something savory","Prepared Foods",6.5,"Distributed"
2020-05-13,"arlington eats / thompson school snack program/something savory","Produce",3,"Distributed"
2020-05-13,"arlington eats / thompson school snack program/something savory","Dairy and Eggs",2,"Distributed"
2020-05-13,"arlington eats / thompson school snack program/something savory","Meat/Protein",1,"Distributed"
2020-05-13,"boston college","Non-perishables",5,"Distributed"
2020-05-13,"st. pauls parish","Bakery",2,"Distributed"
2020-05-13,"st. pauls parish","Produce",14,"Distributed"
2020-05-13,"st. pauls parish","Dairy and Eggs",3,"Distributed"
2020-05-13,"twyrl","Produce",7,"Distributed"
2020-05-13,"winchester housing authority","Bakery",2.5,"Distributed"
2020-05-13,"winchester housing authority","Non-perishables",3,"Distributed"
2020-05-13,"winchester housing authority","Prepared Foods",2,"Distributed"
2020-05-13,"winchester housing authority","Produce",33,"Distributed"
2020-05-13,"winchester housing authority","Dairy and Eggs",2,"Distributed"
2020-05-13,"cafenation","Dairy and Eggs",3,"Received"
2020-05-13,"cafenation","Meat/Protein",3,"Received"
2020-05-13,"gold bell","Produce",23.9,"Received"
2020-05-13,"lifeboat","Non-perishables",6,"Received"
2020-05-13,"lifeboat","Produce",7.5,"Received"
2020-05-13,"peter condakes","Produce",79,"Received"
2020-05-13,"sysco","Bakery",46,"Received"
2020-05-13,"sysco","Dairy and Eggs",186.5,"Received"
2020-05-13,"sysco","Meat/Protein",0.4,"Received"
2020-05-13,"trader joe's - arlington","Bakery",6,"Received"
2020-05-13,"trader joe's - arlington","Non-perishables",0.5,"Received"
2020-05-13,"trader joe's - arlington","Prepared Foods",6.5,"Received"
2020-05-13,"travers fruit co","Produce",7.7,"Received"
2020-05-13,"whole foods market - arlington","Bakery",2,"Received"
2020-05-13,"whole foods market - arlington","Produce",5.5,"Received"
2020-05-13,"whole foods market - medford","Bakery",3.5,"Received"
2020-05-13,"whole foods market - medford","Prepared Foods",2,"Received"
2020-05-13,"whole foods market - medford","Produce",6,"Received"
2020-05-13,"whole foods market - medford","Dairy and Eggs",2,"Received"
2020-05-13,"wicked bagels","Bakery",2,"Received"
2020-05-14,"lebanese families","Bakery",1,"Distributed"
2020-05-14,"lebanese families","Produce",1,"Distributed"
2020-05-14,"material aid and advocacy","Bakery",14,"Distributed"
2020-05-14,"material aid and advocacy","Prepared Foods",0.5,"Distributed"
2020-05-14,"material aid and advocacy","Produce",45,"Distributed"
2020-05-14,"material aid and advocacy","Dairy and Eggs",3,"Distributed"
2020-05-14,"medford vfw post 1012","Non-perishables",6,"Distributed"
2020-05-14,"medford vfw post 1012","Produce",17,"Distributed"
2020-05-14,"medford vfw post 1012","Dairy and Eggs",0.5,"Distributed"
2020-05-14,"nfi resource center","Bakery",7,"Distributed"
2020-05-14,"twyrl","Bakery",1,"Distributed"
2020-05-14,"twyrl","Produce",15,"Distributed"
2020-05-14,"twyrl","Dairy and Eggs",1,"Distributed"
2020-05-14,"twyrl","Meat/Protein",2,"Distributed"
2020-05-14,"winchester housing authority","Bakery",2,"Distributed"
2020-05-14,"winchester housing authority","Dairy and Eggs",12,"Distributed"
2020-05-14,"breadboard bakery","Bakery",1,"Received"
2020-05-14,"costco","Bakery",3,"Received"
2020-05-14,"costco","Non-perishables",3,"Received"
2020-05-14,"costco","Produce",15,"Received"
2020-05-14,"panera - burlington","Bakery",4,"Received"
2020-05-14,"stonyfield","Dairy and Eggs",253.9,"Received"
2020-05-14,"stop and shop arlington","Bakery",1,"Received"
2020-05-14,"trader joe's - arlington","Bakery",7,"Received"
2020-05-14,"trader joe's - arlington","Non-perishables",2,"Received"
2020-05-14,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-05-14,"trader joe's - arlington","Produce",13,"Received"
2020-05-14,"trader joe's - arlington","Dairy and Eggs",6,"Received"
2020-05-14,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-05-14,"wakefield schools","Produce",1,"Received"
2020-05-14,"wegmans medford","Bakery",6,"Received"
2020-05-14,"whole foods market - arlington","Bakery",4,"Received"
2020-05-14,"whole foods market - arlington","Non-perishables",0.5,"Received"
2020-05-14,"whole foods market - arlington","Prepared Foods",3,"Received"
2020-05-14,"whole foods market - arlington","Produce",4,"Received"
2020-05-14,"whole foods market - arlington","Dairy and Eggs",5.5,"Received"
2020-05-14,"whole foods market - arlington","Meat/Protein",1,"Received"
2020-05-14,"whole foods market - medford","Bakery",2,"Received"
2020-05-14,"whole foods market - medford","Non-perishables",2,"Received"
2020-05-14,"whole foods market - medford","Produce",5,"Received"
2020-05-14,"whole foods market - medford","Dairy and Eggs",10,"Received"
2020-05-14,"wicked bagels","Bakery",1,"Received"
2020-05-15,"aaron","Dairy and Eggs",21,"Distributed"
2020-05-15,"arlington eats / thompson school snack program/something savory","Bakery",10,"Distributed"
2020-05-15,"arlington eats / thompson school snack program/something savory","Produce",1,"Distributed"
2020-05-15,"arlington eats / thompson school snack program/something savory","Dairy and Eggs",7,"Distributed"
2020-05-15,"bedford senior center","Bakery",5,"Distributed"
2020-05-15,"hearts of life","Bakery",5,"Distributed"
2020-05-15,"hearts of life","Produce",10,"Distributed"
2020-05-15,"justice res. inst.","Non-perishables",1,"Distributed"
2020-05-15,"justice res. inst.","Dairy and Eggs",1,"Distributed"
2020-05-15,"let - lex eat together","Bakery",4,"Distributed"
2020-05-15,"let - lex eat together","Produce",23,"Distributed"
2020-05-15,"let - lex eat together","Dairy and Eggs",6,"Distributed"
2020-05-15,"mystic community market","Bakery",2.5,"Distributed"
2020-05-15,"mystic community market","Produce",9,"Distributed"
2020-05-15,"mystic community market","Dairy and Eggs",0.5,"Distributed"
2020-05-15,"special events program/desserts","Bakery",0.5,"Distributed"
2020-05-15,"special events program/desserts","Produce",1,"Distributed"
2020-05-15,"special events program/desserts","Dairy and Eggs",1.5,"Distributed"
2020-05-15,"special events program/desserts","Meat/Protein",0.5,"Distributed"
2020-05-15,"watertown food pantry","Dairy and Eggs",127,"Distributed"
2020-05-15,"winchester housing authority","Dairy and Eggs",42,"Distributed"
2020-05-15,"arlington eats","Produce",3.5,"Received"
2020-05-15,"commonwealth financial","Non-perishables",1,"Received"
2020-05-15,"commonwealth financial","Dairy and Eggs",0.5,"Received"
2020-05-15,"free range chicken","Bakery",5,"Received"
2020-05-15,"free range chicken","Produce",1,"Received"
2020-05-15,"la patisserie","Bakery",6,"Received"
2020-05-15,"neighborhood produce","Produce",0.5,"Received"
2020-05-15,"neighborhood produce","Dairy and Eggs",4,"Received"
2020-05-15,"trader joe's - arlington","Bakery",5.7,"Received"
2020-05-15,"trader joe's - arlington","Non-perishables",0.9,"Received"
2020-05-15,"trader joe's - arlington","Prepared Foods",1.6,"Received"
2020-05-15,"trader joe's - arlington","Produce",6.1,"Received"
2020-05-15,"trader joe's - arlington","Dairy and Eggs",1.7,"Received"
2020-05-15,"trader joe's - arlington","Meat/Protein",1,"Received"
2020-05-15,"whole foods market - arlington","Bakery",3,"Received"
2020-05-15,"whole foods market - arlington","Non-perishables",2,"Received"
2020-05-15,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-05-15,"whole foods market - arlington","Produce",6,"Received"
2020-05-15,"whole foods market - medford","Bakery",3,"Received"
2020-05-15,"whole foods market - medford","Prepared Foods",4,"Received"
2020-05-15,"whole foods market - medford","Produce",3.5,"Received"
2020-05-15,"whole foods market - medford","Dairy and Eggs",0.5,"Received"
2020-05-15,"wicked bagels","Bakery",2.8,"Received"
2020-05-16,"belmont senior center","Bakery",5,"Distributed"
2020-05-16,"belmont senior center","Prepared Foods",2,"Distributed"
2020-05-16,"belmont senior center","Produce",5,"Distributed"
2020-05-16,"cusack terrace","Bakery",5,"Distributed"
2020-05-16,"cusack terrace","Non-perishables",9.5,"Distributed"
2020-05-16,"cusack terrace","Prepared Foods",3,"Distributed"
2020-05-16,"cusack terrace","Produce",7,"Distributed"
2020-05-16,"cusack terrace","Dairy and Eggs",5,"Distributed"
2020-05-16,"cusack terrace","Meat/Protein",8,"Distributed"
2020-05-16,"winchester housing authority","Bakery",2,"Distributed"
2020-05-16,"winchester housing authority","Prepared Foods",1,"Distributed"
2020-05-16,"winchester housing authority","Produce",6,"Distributed"
2020-05-16,"winchester housing authority","Dairy and Eggs",58,"Distributed"
2020-05-16,"food pantry excess","Non-perishables",2,"Received"
2020-05-16,"food pantry excess","Produce",4,"Received"
2020-05-16,"panera - burlington","Bakery",4,"Received"
2020-05-16,"stop and shop arlington","Bakery",3,"Received"
2020-05-16,"stop and shop arlington","Non-perishables",2,"Received"
2020-05-16,"stop and shop arlington","Dairy and Eggs",3,"Received"
2020-05-16,"trader joe's - arlington","Bakery",3,"Received"
2020-05-16,"trader joe's - arlington","Produce",8,"Received"
2020-05-16,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-05-16,"trader joes - fresh pond","Bakery",5.5,"Received"
2020-05-16,"trader joes - fresh pond","Non-perishables",1,"Received"
2020-05-16,"trader joes - fresh pond","Prepared Foods",1.5,"Received"
2020-05-16,"trader joes - fresh pond","Produce",16,"Received"
2020-05-16,"trader joes - fresh pond","Dairy and Eggs",3,"Received"
2020-05-16,"trader joes - fresh pond","Meat/Protein",0.5,"Received"
2020-05-16,"whole foods market - arlington","Bakery",3,"Received"
2020-05-16,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-05-16,"whole foods market - arlington","Dairy and Eggs",0.5,"Received"
2020-05-16,"whole foods market - arlington","Meat/Protein",0.5,"Received"
2020-05-16,"whole foods market - medford","Bakery",4,"Received"
2020-05-16,"wicked bagels","Bakery",4,"Received"
2020-05-17,"bunker hill community college- dish","Bakery",0.5,"Distributed"
2020-05-17,"bunker hill community college- dish","Prepared Foods",1,"Distributed"
2020-05-17,"bunker hill community college- dish","Produce",1,"Distributed"
2020-05-17,"medford vfw post 1012","Bakery",5,"Distributed"
2020-05-17,"medford vfw post 1012","Prepared Foods",3,"Distributed"
2020-05-17,"medford vfw post 1012","Produce",9.5,"Distributed"
2020-05-17,"medford vfw post 1012","Dairy and Eggs",3,"Distributed"
2020-05-17,"butternut bakehouse","Bakery",6,"Received"
2020-05-17,"panera - burlington","Bakery",4,"Received"
2020-05-17,"trader joe's - arlington","Bakery",4,"Received"
2020-05-17,"trader joe's - arlington","Non-perishables",1.5,"Received"
2020-05-17,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-05-17,"trader joe's - arlington","Produce",8,"Received"
2020-05-17,"trader joe's - arlington","Dairy and Eggs",1.5,"Received"
2020-05-17,"whole foods fresh pond","Bakery",8,"Received"
2020-05-17,"whole foods fresh pond","Non-perishables",8,"Received"
2020-05-17,"whole foods fresh pond","Prepared Foods",5,"Received"
2020-05-17,"whole foods fresh pond","Produce",7,"Received"
2020-05-17,"whole foods fresh pond","Dairy and Eggs",2,"Received"
2020-05-17,"whole foods fresh pond","Meat/Protein",1,"Received"
2020-05-17,"whole foods market - arlington","Bakery",5.5,"Received"
2020-05-17,"wicked bagels","Bakery",3.5,"Received"
2020-05-18,"arlington boys & girls club","Dairy and Eggs",8,"Distributed"
2020-05-18,"casa nueva vida","Bakery",0.5,"Distributed"
2020-05-18,"casa nueva vida","Prepared Foods",1,"Distributed"
2020-05-18,"casa nueva vida","Produce",1,"Distributed"
2020-05-18,"casa nueva vida","Dairy and Eggs",0.5,"Distributed"
2020-05-18,"casa nueva vida","Meat/Protein",1,"Distributed"
2020-05-18,"food for free","Produce",52,"Distributed"
2020-05-18,"house of hope","Bakery",5,"Distributed"
2020-05-18,"house of hope","Non-perishables",4,"Distributed"
2020-05-18,"house of hope","Prepared Foods",5,"Distributed"
2020-05-18,"house of hope","Produce",5,"Distributed"
2020-05-18,"house of hope","Dairy and Eggs",4,"Distributed"
2020-05-18,"house of hope","Meat/Protein",4,"Distributed"
2020-05-18,"jf&cs family table marketplace","Bakery",5,"Distributed"
2020-05-18,"jf&cs family table marketplace","Non-perishables",3,"Distributed"
2020-05-18,"jf&cs family table marketplace","Produce",10,"Distributed"
2020-05-18,"jf&cs family table marketplace","Dairy and Eggs",3,"Distributed"
2020-05-18,"lifeboat","Non-perishables",0.5,"Distributed"
2020-05-18,"lifeboat","Dairy and Eggs",132,"Distributed"
2020-05-18,"massachusetts bay veterans center","Non-perishables",1,"Distributed"
2020-05-18,"massachusetts bay veterans center","Prepared Foods",3,"Distributed"
2020-05-18,"massachusetts bay veterans center","Produce",2,"Distributed"
2020-05-18,"medford community cupboard","Prepared Foods",0.5,"Distributed"
2020-05-18,"medford community cupboard","Produce",1,"Distributed"
2020-05-18,"medford community cupboard","Dairy and Eggs",0.5,"Distributed"
2020-05-18,"medford community cupboard","Meat/Protein",1,"Distributed"
2020-05-18,"salvation army chelsea","Bakery",5,"Distributed"
2020-05-18,"salvation army chelsea","Non-perishables",10,"Distributed"
2020-05-18,"salvation army chelsea","Prepared Foods",1,"Distributed"
2020-05-18,"salvation army chelsea","Produce",28,"Distributed"
2020-05-18,"stan kaszanek house","Bakery",0.5,"Distributed"
2020-05-18,"stan kaszanek house","Prepared Foods",0.5,"Distributed"
2020-05-18,"stan kaszanek house","Produce",1,"Distributed"
2020-05-18,"stan kaszanek house","Dairy and Eggs",0.5,"Distributed"
2020-05-18,"stan kaszanek house","Meat/Protein",0.5,"Distributed"
2020-05-18,"winchester housing authority","Bakery",6,"Distributed"
2020-05-18,"winchester housing authority","Prepared Foods",2,"Distributed"
2020-05-18,"winchester housing authority","Produce",9,"Distributed"
2020-05-18,"winchester housing authority","Dairy and Eggs",58,"Distributed"
2020-05-18,"arrow farms","Produce",38.5,"Received"
2020-05-18,"b & r","Produce",1.5,"Received"
2020-05-18,"breadboard bakery","Bakery",1,"Received"
2020-05-18,"gold bell","Produce",20.4,"Received"
2020-05-18,"great harvest bread","Bakery",2,"Received"
2020-05-18,"panera - burlington","Bakery",1,"Received"
2020-05-18,"trader joe's - arlington","Bakery",7,"Received"
2020-05-18,"trader joe's - arlington","Non-perishables",1,"Received"
2020-05-18,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-05-18,"trader joe's - arlington","Produce",6,"Received"
2020-05-18,"trader joe's - arlington","Dairy and Eggs",2,"Received"
2020-05-18,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-05-18,"travers fruit co","Produce",4.6,"Received"
2020-05-18,"wegmans medford","Bakery",4.1,"Received"
2020-05-18,"wegmans medford","Prepared Foods",7.6,"Received"
2020-05-18,"whole foods market - arlington","Bakery",3.5,"Received"
2020-05-18,"whole foods market - arlington","Prepared Foods",3,"Received"
2020-05-18,"whole foods market - arlington","Produce",4.5,"Received"
2020-05-18,"whole foods market - arlington","Dairy and Eggs",2.5,"Received"
2020-05-18,"whole foods market - medford","Bakery",6,"Received"
2020-05-18,"whole foods market - medford","Non-perishables",1,"Received"
2020-05-18,"whole foods market - medford","Prepared Foods",4,"Received"
2020-05-18,"whole foods market - medford","Produce",10,"Received"
2020-05-18,"wicked bagels","Bakery",8,"Received"
2020-05-19,"arlington eats / thompson school snack program/something savory","Bakery",6,"Distributed"
2020-05-19,"arlington eats / thompson school snack program/something savory","Non-perishables",2,"Distributed"
2020-05-19,"arlington eats / thompson school snack program/something savory","Prepared Foods",4,"Distributed"
2020-05-19,"arlington eats / thompson school snack program/something savory","Produce",22,"Distributed"
2020-05-19,"arlington eats / thompson school snack program/something savory","Dairy and Eggs",2,"Distributed"
2020-05-19,"arlington eats / thompson school snack program/something savory","Meat/Protein",1,"Distributed"
2020-05-19,"belmont food pantry","Bakery",3,"Distributed"
2020-05-19,"belmont food pantry","Produce",7,"Distributed"
2020-05-19,"belmont food pantry","Dairy and Eggs",1,"Distributed"
2020-05-19,"mass. general hospital","Bakery",6,"Distributed"
2020-05-19,"mass. general hospital","Non-perishables",3,"Distributed"
2020-05-19,"mass. general hospital","Prepared Foods",9.5,"Distributed"
2020-05-19,"mass. general hospital","Produce",12,"Distributed"
2020-05-19,"mass. general hospital","Dairy and Eggs",2,"Distributed"
2020-05-19,"medford vfw post 1012","Meat/Protein",1,"Distributed"
2020-05-19,"mystic community market","Bakery",4,"Distributed"
2020-05-19,"mystic community market","Non-perishables",3,"Distributed"
2020-05-19,"mystic community market","Prepared Foods",1,"Distributed"
2020-05-19,"mystic community market","Produce",6,"Distributed"
2020-05-19,"mystic community market","Dairy and Eggs",1,"Distributed"
2020-05-19,"nfi resource center","Bakery",7,"Distributed"
2020-05-19,"wayside youth & family support - steps","Bakery",4,"Distributed"
2020-05-19,"wayside youth & family support - steps","Produce",5,"Distributed"
2020-05-19,"wayside youth & family support - steps","Dairy and Eggs",1,"Distributed"
2020-05-19,"winchester housing authority","Produce",4,"Distributed"
2020-05-19,"winchester housing authority","Dairy and Eggs",2,"Distributed"
2020-05-19,"bonafede produce","Produce",115.1,"Received"
2020-05-19,"darrigo brothers","Produce",16.5,"Received"
2020-05-19,"disilva","Produce",57.7,"Received"
2020-05-19,"harvard memorial hall","Produce",32.7,"Received"
2020-05-19,"magic bites","Prepared Foods",0.5,"Received"
2020-05-19,"stop and shop arlington","Bakery",4,"Received"
2020-05-19,"stop and shop arlington","Non-perishables",1,"Received"
2020-05-19,"stop and shop arlington","Prepared Foods",1,"Received"
2020-05-19,"stop and shop arlington","Produce",6,"Received"
2020-05-19,"trader joe's - arlington","Bakery",5.5,"Received"
2020-05-19,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-05-19,"trader joe's - arlington","Produce",4,"Received"
2020-05-19,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-05-19,"trader joe's - arlington","Meat/Protein",2.5,"Received"
2020-05-19,"whole foods market - arlington","Bakery",2,"Received"
2020-05-19,"whole foods market - arlington","Non-perishables",1.5,"Received"
2020-05-19,"whole foods market - arlington","Prepared Foods",2,"Received"
2020-05-19,"whole foods market - arlington","Produce",3.5,"Received"
2020-05-19,"whole foods market - arlington","Dairy and Eggs",2,"Received"
2020-05-19,"whole foods market - medford","Bakery",5,"Received"
2020-05-19,"whole foods market - medford","Prepared Foods",5.5,"Received"
2020-05-19,"whole foods market - medford","Produce",3,"Received"
2020-05-19,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-05-19,"wicked bagels","Bakery",2,"Received"
2020-05-20,"arlington eats / thompson school snack program/something savory","Bakery",3,"Distributed"
2020-05-20,"arlington eats / thompson school snack program/something savory","Non-perishables",1,"Distributed"
2020-05-20,"arlington eats / thompson school snack program/something savory","Prepared Foods",2,"Distributed"
2020-05-20,"arlington eats / thompson school snack program/something savory","Produce",18,"Distributed"
2020-05-20,"arlington eats / thompson school snack program/something savory","Dairy and Eggs",3,"Distributed"
2020-05-20,"revere","Produce",4,"Distributed"
2020-05-20,"st. pauls parish","Bakery",5,"Distributed"
2020-05-20,"st. pauls parish","Prepared Foods",3,"Distributed"
2020-05-20,"st. pauls parish","Produce",3,"Distributed"
2020-05-20,"winchester housing authority","Bakery",6.5,"Distributed"
2020-05-20,"winchester housing authority","Non-perishables",1.5,"Distributed"
2020-05-20,"winchester housing authority","Prepared Foods",3,"Distributed"
2020-05-20,"winchester housing authority","Produce",28.5,"Distributed"
2020-05-20,"winchester housing authority","Dairy and Eggs",9,"Distributed"
2020-05-20,"winchester housing authority","Meat/Protein",2.5,"Distributed"
2020-05-20,"lifeboat","Non-perishables",4,"Received"
2020-05-20,"lifeboat","Prepared Foods",9.5,"Received"
2020-05-20,"trader joe's - arlington","Bakery",6,"Received"
2020-05-20,"trader joe's - arlington","Non-perishables",0.5,"Received"
2020-05-20,"trader joe's - arlington","Produce",3,"Received"
2020-05-20,"trader joe's - arlington","Dairy and Eggs",2.5,"Received"
2020-05-20,"whole foods market - arlington","Bakery",2.5,"Received"
2020-05-20,"whole foods market - arlington","Produce",2.5,"Received"
2020-05-20,"whole foods market - arlington","Dairy and Eggs",1.5,"Received"
2020-05-20,"whole foods market - medford","Bakery",4.5,"Received"
2020-05-20,"whole foods market - medford","Non-perishables",2.5,"Received"
2020-05-20,"whole foods market - medford","Prepared Foods",1,"Received"
2020-05-20,"whole foods market - medford","Produce",4.5,"Received"
2020-05-20,"whole foods market - medford","Dairy and Eggs",6,"Received"
2020-05-20,"wicked bagels","Bakery",1.5,"Received"
2020-05-21,"belmont senior center","Bakery",6,"Distributed"
2020-05-21,"belmont senior center","Produce",7,"Distributed"
2020-05-21,"lebanese families","Bakery",1,"Distributed"
2020-05-21,"massachusetts bay veterans center","Non-perishables",2.5,"Distributed"
2020-05-21,"massachusetts bay veterans center","Prepared Foods",1,"Distributed"
2020-05-21,"massachusetts bay veterans center","Produce",0.5,"Distributed"
2020-05-21,"material aid and advocacy","Bakery",12,"Distributed"
2020-05-21,"material aid and advocacy","Non-perishables",1,"Distributed"
2020-05-21,"material aid and advocacy","Prepared Foods",1,"Distributed"
2020-05-21,"material aid and advocacy","Produce",20,"Distributed"
2020-05-21,"material aid and advocacy","Dairy and Eggs",1,"Distributed"
2020-05-21,"material aid and advocacy","Meat/Protein",4,"Distributed"
2020-05-21,"medford vfw post 1012","Prepared Foods",4,"Distributed"
2020-05-21,"medford vfw post 1012","Dairy and Eggs",1,"Distributed"
2020-05-21,"nfi resource center","Bakery",3,"Distributed"
2020-05-21,"nfi resource center","Produce",4,"Distributed"
2020-05-21,"twyrl","Bakery",2,"Distributed"
2020-05-21,"twyrl","Produce",15,"Distributed"
2020-05-21,"twyrl","Dairy and Eggs",1,"Distributed"
2020-05-21,"twyrl","Meat/Protein",2,"Distributed"
2020-05-21,"winchester housing authority","Bakery",10,"Distributed"
2020-05-21,"winchester housing authority","Non-perishables",0.5,"Distributed"
2020-05-21,"winchester housing authority","Prepared Foods",0.5,"Distributed"
2020-05-21,"winchester housing authority","Dairy and Eggs",5,"Distributed"
2020-05-21,"boston public school","Produce",7.7,"Received"
2020-05-21,"breadboard bakery","Bakery",1,"Received"
2020-05-21,"costco","Bakery",3,"Received"
2020-05-21,"costco","Prepared Foods",5,"Received"
2020-05-21,"costco","Produce",28,"Received"
2020-05-21,"costco","Meat/Protein",1,"Received"
2020-05-21,"panera - burlington","Bakery",1,"Received"
2020-05-21,"stop and shop arlington","Non-perishables",2,"Received"
2020-05-21,"trader joe's - arlington","Bakery",7,"Received"
2020-05-21,"trader joe's - arlington","Non-perishables",4,"Received"
2020-05-21,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-05-21,"trader joe's - arlington","Produce",7,"Received"
2020-05-21,"trader joe's - arlington","Dairy and Eggs",2,"Received"
2020-05-21,"wakefield schools","Produce",1,"Received"
2020-05-21,"wegmans medford","Bakery",8,"Received"
2020-05-21,"whole foods market - arlington","Bakery",2,"Received"
2020-05-21,"whole foods market - arlington","Prepared Foods",1,"Received"
2020-05-21,"whole foods market - arlington","Produce",6,"Received"
2020-05-21,"whole foods market - medford","Bakery",7,"Received"
2020-05-21,"whole foods market - medford","Non-perishables",1,"Received"
2020-05-21,"whole foods market - medford","Prepared Foods",1,"Received"
2020-05-21,"whole foods market - medford","Produce",6,"Received"
2020-05-21,"whole foods market - medford","Dairy and Eggs",1,"Received"
2020-05-21,"wicked bagels","Bakery",2,"Received"
2020-05-22,"arlington eats / thompson school snack program/something savory","Bakery",4,"Distributed"
2020-05-22,"arlington eats / thompson school snack program/something savory","Prepared Foods",1.5,"Distributed"
2020-05-22,"hearts of life","Bakery",2,"Distributed"
2020-05-22,"hearts of life","Produce",12,"Distributed"
2020-05-22,"let - lex eat together","Bakery",2,"Distributed"
2020-05-22,"let - lex eat together","Produce",45,"Distributed"
2020-05-22,"let - lex eat together","Dairy and Eggs",8,"Distributed"
2020-05-22,"medford vfw post 1012","Prepared Foods",3,"Distributed"
2020-05-22,"mystic community market","Bakery",5,"Distributed"
2020-05-22,"mystic community market","Non-perishables",2,"Distributed"
2020-05-22,"mystic community market","Produce",16,"Distributed"
2020-05-22,"mystic community market","Dairy and Eggs",8.5,"Distributed"
2020-05-22,"special events program/desserts","Bakery",0.5,"Distributed"
2020-05-22,"special events program/desserts","Prepared Foods",1.5,"Distributed"
2020-05-22,"special events program/desserts","Produce",0.5,"Distributed"
2020-05-22,"special events program/desserts","Dairy and Eggs",0.5,"Distributed"
2020-05-22,"special events program/desserts","Meat/Protein",0.5,"Distributed"
2020-05-22,"winchester housing authority","Non-perishables",1,"Distributed"
2020-05-22,"winchester housing authority","Produce",3,"Distributed"
2020-05-22,"winchester housing authority","Meat/Protein",7,"Distributed"
2020-05-22,"la patisserie","Bakery",6,"Received"
2020-05-22,"neighborhood produce","Bakery",1,"Received"
2020-05-22,"neighborhood produce","Produce",1,"Received"
2020-05-22,"neighborhood produce","Dairy and Eggs",3,"Received"
2020-05-22,"new hampshire fb","Dairy and Eggs",363.5,"Received"
2020-05-22,"trader joe's - arlington","Bakery",4,"Received"
2020-05-22,"trader joe's - arlington","Non-perishables",1,"Received"
2020-05-22,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-05-22,"trader joe's - arlington","Produce",6,"Received"
